$€ - 1 objeto - 2 objeto - 3objeto - 4objeto - 5 objeto - 6 objetos - 7 objetos
52 - 52.00000 - 13.52000 - 1.75760 - 0.11424 - 0.003713 - 0.0000603 - 0.00000049
53 - 53.00000 - 14.04500 - 1.86096 - 0.12329 - 0.004084 - 0.0000676 - 0.00000056
54 - 54.00000 - 14.58000 - 1.96830 - 0.13286 - 0.004484 - 0.0000757 - 0.00000064
55 - 55.00000 - 15.12500 - 2.07969 - 0.14298 - 0.004915 - 0.0000845 - 0.00000073
56 - 56.00000 - 15.68000 - 2.19520 - 0.15366 - 0.005378 - 0.0000941 - 0.00000082
57 - 57.00000 - 16.24500 - 2.31491 - 0.16494 - 0.005876 - 0.0001047 - 0.00000093
58 - 58.00000 - 16.82000 - 2.43890 - 0.17682 - 0.006410 - 0.0001162 - 0.00000105
59 - 59.00000 - 17.40500 - 2.56724 - 0.18933 - 0.006982 - 0.0001287 - 0.00000119
60 - 60.00000 - 18.00000 - 2.70000 - 0.20250 - 0.007594 - 0.0001424 - 0.00000133
61 - 61.00000 - 18.60500 - 2.83726 - 0.21634 - 0.008248 - 0.0001572 - 0.00000150
62 - 62.00000 - 19.22000 - 2.97910 - 0.23088 - 0.008947 - 0.0001733 - 0.00000168
63 - 63.00000 - 19.84500 - 3.12559 - 0.24614 - 0.009692 - 0.0001908 - 0.00000188
64 - 64.00000 - 20.48000 - 3.27680 - 0.26214 - 0.010486 - 0.0002097 - 0.00000210
65 - 65.00000 - 21.12500 - 3.43281 - 0.27892 - 0.011331 - 0.0002302 - 0.00000234
66 - 66.00000 - 21.78000 - 3.59370 - 0.29648 - 0.012230 - 0.0002522 - 0.00000260
67 - 67.00000 - 22.44500 - 3.75954 - 0.31486 - 0.013185 - 0.0002761 - 0.00000289
68 - 68.00000 - 23.12000 - 3.93040 - 0.33408 - 0.014199 - 0.0003017 - 0.00000321
69 - 69.00000 - 23.80500 - 4.10636 - 0.35417 - 0.015274 - 0.0003293 - 0.00000355
70 - 70.00000 - 24.50000 - 4.28750 - 0.37516 - 0.016413 - 0.0003590 - 0.00000393
71 - 71.00000 - 25.20500 - 4.47389 - 0.39706 - 0.017619 - 0.0003909 - 0.00000434
72 - 72.00000 - 25.92000 - 4.66560 - 0.41990 - 0.018896 - 0.0004252 - 0.00000478
73 - 73.00000 - 26.64500 - 4.86271 - 0.44372 - 0.020245 - 0.0004618 - 0.00000527
74 - 74.00000 - 27.38000 - 5.06530 - 0.46854 - 0.021670 - 0.0005011 - 0.00000579
75 - 75.00000 - 28.12500 - 5.27344 - 0.49438 - 0.023174 - 0.0005431 - 0.00000637
76 - 76.00000 - 28.88000 - 5.48720 - 0.52128 - 0.024761 - 0.0005881 - 0.00000698
77 - 77.00000 - 29.64500 - 5.70666 - 0.54927 - 0.026433 - 0.0006361 - 0.00000765
78 - 78.00000 - 30.42000 - 5.93190 - 0.57836 - 0.028195 - 0.0006873 - 0.00000838
79 - 79.00000 - 31.20500 - 6.16299 - 0.60860 - 0.030049 - 0.0007418 - 0.00000916
80 - 80.00000 - 32.00000 - 6.40000 - 0.64000 - 0.032000 - 0.0008000 - 0.00001000
81 - 81.00000 - 32.80500 - 6.64301 - 0.67261 - 0.034051 - 0.0008619 - 0.00001091
82 - 82.00000 - 33.62000 - 6.89210 - 0.70644 - 0.036205 - 0.0009278 - 0.00001189
83 - 83.00000 - 34.44500 - 7.14734 - 0.74154 - 0.038467 - 0.0009977 - 0.00001294
84 - 84.00000 - 35.28000 - 7.40880 - 0.77792 - 0.040841 - 0.0010721 - 0.00001407
85 - 85.00000 - 36.12500 - 7.67656 - 0.81563 - 0.043331 - 0.0011510 - 0.00001529
86 - 86.00000 - 36.98000 - 7.95070 - 0.85470 - 0.045940 - 0.0012346 - 0.00001659
87 - 87.00000 - 37.84500 - 8.23129 - 0.89515 - 0.048674 - 0.0013233 - 0.00001799
88 - 88.00000 - 38.72000 - 8.51840 - 0.93702 - 0.051536 - 0.0014172 - 0.00001949
89 - 89.00000 - 39.60500 - 8.81211 - 0.98035 - 0.054532 - 0.0015167 - 0.00002109
90 - 90.00000 - 40.50000 - 9.11250 - 1.02516 - 0.057665 - 0.0016218 - 0.00002281
